,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
12950,K > 24 month,4000.0,27.0,4418.0,1473.0,31.0,5221.0,2.0,NO,53,0
12951,K > 24 month,4000.0,8.0,4998.0,1666.0,12.0,393.0,0.0,NO,32,0
12952,K > 24 month,5500.0,11.0,5500.0,1833.0,11.0,0.0,163.0,NO,27,0
12953,K > 24 month,8900.0,31.0,9036.0,3012.0,31.0,1015.0,928.0,NO,61,0
12954,K > 24 month,7000.0,12.0,6988.0,2329.0,15.0,6259.0,2.0,NO,44,0
12955,K > 24 month,3500.0,7.0,3508.0,1169.0,9.0,6028.0,3.0,NO,30,0
12956,K > 24 month,4200.0,15.0,4199.0,1400.0,13.0,0.0,63.0,NO,53,0
12957,K > 24 month,500.0,1.0,500.0,167.0,1.0,49.0,7.0,NO,32,0
12958,K > 24 month,2400.0,5.0,2402.0,801.0,5.0,3785.0,83.0,NO,50,0
12959,K > 24 month,2700.0,5.0,2695.0,898.0,7.0,2.0,18.0,NO,11,0
12960,K > 24 month,7500.0,10.0,7544.0,2515.0,21.0,14885.0,54.0,NO,62,0
12961,K > 24 month,800.0,3.0,1738.0,579.0,12.0,0.0,10.0,NO,25,0
12962,K > 24 month,500.0,1.0,485.0,162.0,1.0,0.0,47.0,NO,22,0
12963,K > 24 month,16600.0,32.0,17100.0,5700.0,33.0,354.0,781.0,NO,61,0
12964,K > 24 month,13500.0,19.0,13500.0,4500.0,19.0,2121.0,108.0,NO,35,0
12965,K > 24 month,4850.0,10.0,4503.0,1501.0,17.0,7447.0,28.0,NO,47,0
12966,K > 24 month,8800.0,18.0,8801.0,2934.0,18.0,143.0,196.0,NO,60,0
12967,K > 24 month,500.0,1.0,482.0,161.0,3.0,0.0,1.0,NO,7,0
12968,K > 24 month,4000.0,6.0,3699.0,1233.0,9.0,33.0,257.0,NO,61,0
12969,K > 24 month,1300.0,2.0,1226.0,409.0,4.0,1882.0,1.0,NO,28,0
12970,K > 24 month,5700.0,16.0,5654.0,1885.0,18.0,9045.0,1.0,NO,58,0
12971,H 15-18 month,10150.0,36.0,10442.0,3481.0,45.0,2761.0,551.0,NO,62,0
12972,K > 24 month,2000.0,4.0,1835.0,612.0,4.0,0.0,518.0,NO,19,0
12973,K > 24 month,750.0,2.0,752.0,251.0,7.0,0.0,4.0,NO,45,0
12974,K > 24 month,8650.0,34.0,9550.0,3183.0,37.0,19228.0,6.0,NO,40,0
12975,K > 24 month,2200.0,9.0,2101.0,700.0,9.0,1628.0,6.0,NO,53,0
12976,K > 24 month,1650.0,12.0,1559.0,520.0,13.0,1606.0,9.0,NO,25,0
12977,K > 24 month,8000.0,15.0,8500.0,2833.0,18.0,0.0,421.0,NO,61,0
12978,K > 24 month,2100.0,19.0,2300.0,767.0,20.0,2569.0,1.0,NO,45,0
12979,K > 24 month,500.0,4.0,486.0,162.0,5.0,65.0,37.0,NO,54,0
12980,K > 24 month,2000.0,5.0,1835.0,612.0,6.0,0.0,8.0,NO,45,0
12981,K > 24 month,800.0,3.0,786.0,262.0,3.0,2.0,543.0,NO,22,0
12982,K > 24 month,22450.0,38.0,22650.0,7550.0,42.0,15106.0,43.0,NO,62,0
12983,K > 24 month,14750.0,30.0,15249.0,5083.0,31.0,165.0,1501.0,NO,62,0
12984,K > 24 month,4100.0,15.0,4090.0,1363.0,18.0,2878.0,200.0,NO,62,0
12985,K > 24 month,2500.0,4.0,3000.0,1000.0,5.0,0.0,48.0,NO,15,0
12986,K > 24 month,200.0,1.0,200.0,67.0,1.0,58.0,115.0,NO,15,0
12987,K > 24 month,19150.0,41.0,19072.0,6357.0,64.0,834.0,5585.0,NO,62,0
12988,K > 24 month,3800.0,17.0,3337.0,1112.0,25.0,224.0,9.0,NO,42,0
12989,K > 24 month,10000.0,2.0,9099.0,3033.0,7.0,3760.0,32.0,NO,56,0
12990,K > 24 month,1500.0,3.0,1490.0,497.0,4.0,3656.0,0.0,NO,36,0
12991,K > 24 month,600.0,3.0,600.0,200.0,3.0,0.0,103.0,NO,47,0
12992,K > 24 month,29600.0,68.0,29805.0,9935.0,61.0,23803.0,3009.0,NO,62,0
12993,K > 24 month,4500.0,15.0,4502.0,1501.0,15.0,3079.0,12.0,NO,62,0
12994,K > 24 month,5150.0,22.0,5174.0,1725.0,26.0,0.0,192.0,NO,62,0
12995,K > 24 month,2500.0,4.0,2500.0,833.0,5.0,1058.0,32.0,NO,36,0
12996,J 21-24 month,11400.0,24.0,12023.0,4008.0,31.0,21968.0,8.0,NO,57,0
12997,K > 24 month,8950.0,29.0,8485.0,2828.0,29.0,1397.0,1477.0,NO,49,0
12998,K > 24 month,10750.0,23.0,11502.0,3834.0,33.0,15183.0,402.0,NO,53,0
12999,K > 24 month,5700.0,16.0,5702.0,1901.0,19.0,4721.0,65.0,NO,62,0
13000,K > 24 month,1400.0,2.0,1901.0,634.0,7.0,2661.0,1.0,NO,34,0
13001,K > 24 month,11300.0,28.0,11035.0,3678.0,26.0,147.0,149.0,NO,58,0
13002,K > 24 month,2500.0,5.0,2198.0,733.0,6.0,0.0,3.0,NO,23,0
13003,K > 24 month,19900.0,41.0,20899.0,6966.0,45.0,0.0,707.0,NO,62,0
13004,H 15-18 month,400.0,2.0,400.0,133.0,2.0,1.0,28.0,NO,16,0
13005,K > 24 month,1000.0,2.0,1185.0,395.0,5.0,0.0,3.0,NO,14,0
13006,K > 24 month,7250.0,16.0,7101.0,2367.0,18.0,0.0,19.0,NO,44,0
13007,I 18-21 month,600.0,2.0,599.0,200.0,4.0,0.0,2.0,NO,16,0
13008,K > 24 month,10650.0,36.0,10854.0,3618.0,46.0,2112.0,28.0,NO,49,0
13009,K > 24 month,4400.0,11.0,4499.0,1500.0,14.0,2516.0,133.0,NO,42,0
13010,K > 24 month,7000.0,7.0,7000.0,2333.0,7.0,1.0,84.0,NO,41,0
13011,K > 24 month,9500.0,19.0,10000.0,3333.0,20.0,0.0,10.0,NO,42,0
13012,K > 24 month,5000.0,9.0,4979.0,1660.0,10.0,9918.0,36.0,NO,45,0
13013,K > 24 month,2600.0,12.0,3100.0,1033.0,14.0,931.0,10.0,NO,50,0
13014,K > 24 month,1000.0,2.0,665.0,222.0,2.0,0.0,1.0,NO,28,0
13015,K > 24 month,12500.0,25.0,13000.0,4333.0,26.0,0.0,27.0,NO,59,0
13016,K > 24 month,15000.0,27.0,15501.0,5167.0,46.0,29682.0,3.0,NO,62,0
13017,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,NO,34,0
13018,K > 24 month,150.0,1.0,150.0,50.0,2.0,0.0,2.0,NO,21,0
13019,K > 24 month,4450.0,23.0,4470.0,1490.0,30.0,7996.0,2.0,NO,29,0
13020,K > 24 month,4900.0,12.0,4899.0,1633.0,16.0,3518.0,1.0,NO,44,0
13021,K > 24 month,800.0,3.0,797.0,266.0,3.0,143.0,5.0,NO,20,0
13022,K > 24 month,4200.0,9.0,4521.0,1507.0,12.0,6575.0,13.0,NO,27,0
13023,K > 24 month,7150.0,15.0,7900.0,2633.0,24.0,726.0,103.0,NO,40,0
13024,K > 24 month,5300.0,12.0,4400.0,1467.0,10.0,3046.0,25.0,NO,22,0
13025,J 21-24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,1.0,NO,45,0
13026,K > 24 month,2500.0,4.0,2058.0,686.0,5.0,1128.0,12.0,NO,52,0
13027,K > 24 month,2700.0,7.0,3201.0,1067.0,14.0,2846.0,3.0,NO,23,0
13028,K > 24 month,7500.0,13.0,7500.0,2500.0,14.0,4060.0,160.0,NO,40,0
13029,K > 24 month,11500.0,3.0,9504.0,3168.0,4.0,835.0,166.0,NO,24,0
13030,K > 24 month,1000.0,5.0,1000.0,333.0,5.0,0.0,592.0,NO,12,0
13031,K > 24 month,10000.0,24.0,9520.0,3173.0,25.0,0.0,62.0,NO,59,0
13032,K > 24 month,500.0,3.0,500.0,167.0,3.0,1149.0,7.0,NO,14,0
13033,K > 24 month,1200.0,3.0,1188.0,396.0,4.0,0.0,12.0,NO,56,0
13034,K > 24 month,9000.0,16.0,7853.0,2618.0,18.0,0.0,207.0,NO,62,0
13035,I 18-21 month,3700.0,6.0,3899.0,1300.0,9.0,511.0,212.0,NO,43,0
13036,K > 24 month,17100.0,33.0,18099.0,6033.0,42.0,19011.0,93.0,NO,60,0
13037,K > 24 month,800.0,4.0,1001.0,334.0,5.0,0.0,519.0,NO,50,0
13038,K > 24 month,3600.0,6.0,4589.0,1530.0,13.0,1024.0,36.0,NO,29,0
13039,K > 24 month,4000.0,8.0,4500.0,1500.0,10.0,0.0,110.0,NO,51,0
13040,K > 24 month,7000.0,35.0,7005.0,2335.0,42.0,10180.0,2.0,NO,60,0
13041,K > 24 month,8300.0,32.0,8300.0,2767.0,34.0,3161.0,1298.0,NO,49,0
13042,I 18-21 month,11100.0,25.0,10816.0,3605.0,71.0,4833.0,0.0,NO,54,0
13043,K > 24 month,2600.0,7.0,2599.0,866.0,7.0,9.0,56.0,NO,22,0
13044,K > 24 month,6300.0,17.0,6300.0,2100.0,22.0,1521.0,11.0,NO,30,0
13045,K > 24 month,9500.0,22.0,9701.0,3234.0,25.0,11476.0,22.0,NO,30,0
13046,K > 24 month,13350.0,37.0,13571.0,4524.0,39.0,4464.0,556.0,NO,62,0
13047,K > 24 month,1400.0,3.0,1394.0,465.0,7.0,2415.0,16.0,NO,20,0
13048,K > 24 month,13600.0,29.0,13319.0,4440.0,42.0,10037.0,920.0,NO,61,0
13049,K > 24 month,27300.0,35.0,27298.0,9099.0,37.0,72641.0,129.0,NO,62,0
13050,K > 24 month,6850.0,22.0,7550.0,2517.0,25.0,1927.0,47.0,NO,42,0
13051,I 18-21 month,2000.0,6.0,1999.0,666.0,15.0,633.0,3.0,NO,42,0
13052,K > 24 month,12500.0,22.0,12050.0,4017.0,21.0,19.0,183.0,NO,62,0
13053,K > 24 month,14000.0,28.0,14500.0,4833.0,29.0,0.0,426.0,NO,62,0
13054,K > 24 month,500.0,1.0,501.0,167.0,2.0,2.0,14.0,NO,62,0
13055,K > 24 month,3100.0,11.0,3823.0,1274.0,19.0,3.0,138.0,NO,54,0
13056,K > 24 month,500.0,1.0,500.0,167.0,1.0,1023.0,8.0,NO,10,0
13057,K > 24 month,1800.0,8.0,1458.0,486.0,10.0,215.0,0.0,NO,60,0
13058,K > 24 month,13000.0,13.0,13000.0,4333.0,13.0,63397.0,31.0,NO,61,0
13059,K > 24 month,450.0,3.0,286.0,95.0,6.0,202.0,5.0,NO,45,0
13060,K > 24 month,2200.0,3.0,2189.0,730.0,4.0,284.0,29.0,NO,28,0
13061,K > 24 month,850.0,6.0,611.0,204.0,7.0,44.0,1.0,NO,32,0
13062,K > 24 month,6100.0,10.0,6320.0,2107.0,15.0,0.0,44.0,NO,43,0
13063,K > 24 month,8850.0,33.0,8791.0,2930.0,39.0,2819.0,415.0,NO,58,0
13064,K > 24 month,400.0,2.0,400.0,133.0,2.0,1302.0,7.0,NO,11,0
13065,K > 24 month,3500.0,6.0,3470.0,1157.0,7.0,7798.0,3.0,NO,39,0
13066,K > 24 month,1300.0,5.0,1299.0,433.0,5.0,1.0,52.0,NO,20,0
13067,K > 24 month,5000.0,9.0,4507.0,1502.0,16.0,0.0,25.0,NO,32,0
13068,K > 24 month,14950.0,46.0,15111.0,5037.0,53.0,7427.0,5826.0,NO,62,0
13069,K > 24 month,2700.0,6.0,2700.0,900.0,9.0,5665.0,25.0,NO,27,0
13070,K > 24 month,26000.0,21.0,24910.0,8303.0,24.0,44584.0,200.0,NO,24,0
13071,J 21-24 month,5400.0,12.0,5915.0,1972.0,14.0,10401.0,1.0,NO,57,0
13072,K > 24 month,1000.0,2.0,1002.0,334.0,3.0,0.0,69.0,NO,23,0
13073,K > 24 month,4200.0,9.0,4200.0,1400.0,13.0,0.0,1066.0,NO,60,0
13074,K > 24 month,3200.0,5.0,3190.0,1063.0,7.0,5159.0,0.0,NO,22,0
13075,K > 24 month,7000.0,12.0,7348.0,2449.0,15.0,0.0,153.0,NO,61,0
13076,K > 24 month,3250.0,12.0,3250.0,1083.0,13.0,687.0,1318.0,NO,19,0
13077,K > 24 month,13000.0,34.0,13402.0,4467.0,39.0,15625.0,4.0,NO,56,0
13078,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,7.0,NO,41,0
13079,K > 24 month,4500.0,12.0,4497.0,1499.0,13.0,1269.0,51.0,NO,19,0
13080,K > 24 month,6500.0,12.0,6491.0,2164.0,19.0,7144.0,7.0,NO,52,0
13081,K > 24 month,600.0,2.0,601.0,200.0,2.0,0.0,0.0,NO,27,0
13082,K > 24 month,6000.0,6.0,5459.0,1820.0,7.0,13092.0,2.0,NO,40,0
13083,K > 24 month,600.0,2.0,600.0,200.0,5.0,0.0,19.0,NO,40,0
13084,K > 24 month,3000.0,3.0,2998.0,999.0,5.0,3558.0,1.0,NO,61,0
13085,K > 24 month,6600.0,15.0,6604.0,2201.0,16.0,10.0,369.0,NO,51,0
13086,K > 24 month,24600.0,62.0,24929.0,8310.0,58.0,6544.0,137.0,NO,61,0
13087,K > 24 month,6500.0,11.0,6500.0,2167.0,13.0,0.0,1.0,NO,37,0
13088,K > 24 month,3900.0,14.0,3899.0,1300.0,26.0,1306.0,6.0,NO,38,0
13089,K > 24 month,13000.0,27.0,12906.0,4302.0,27.0,0.0,18.0,NO,61,0
13090,K > 24 month,14200.0,23.0,15351.0,5117.0,33.0,6969.0,843.0,NO,57,0
13091,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,0.0,185.0,NO,29,0
13092,K > 24 month,7100.0,15.0,6953.0,2318.0,21.0,0.0,154.0,NO,59,0
13093,K > 24 month,12400.0,34.0,13201.0,4400.0,36.0,949.0,850.0,NO,61,0
13094,K > 24 month,1850.0,4.0,1959.0,653.0,11.0,50.0,3.0,NO,44,0
13095,K > 24 month,4200.0,7.0,4699.0,1566.0,13.0,3326.0,3.0,NO,62,0
13096,K > 24 month,12800.0,17.0,12802.0,4267.0,23.0,27268.0,0.0,NO,62,0
13097,K > 24 month,500.0,1.0,999.0,333.0,3.0,7.0,19.0,NO,58,0
13098,K > 24 month,13500.0,15.0,13849.0,4616.0,22.0,44543.0,111.0,NO,62,0
13099,K > 24 month,9650.0,26.0,9652.0,3217.0,33.0,10574.0,15.0,NO,61,0
13100,K > 24 month,5400.0,10.0,5150.0,1717.0,10.0,1282.0,1.0,NO,14,0
13101,K > 24 month,1000.0,2.0,698.0,233.0,2.0,0.0,16.0,NO,20,0
13102,I 18-21 month,11100.0,15.0,10601.0,3534.0,13.0,0.0,64.0,NO,51,0
13103,K > 24 month,4000.0,20.0,4000.0,1333.0,20.0,0.0,329.0,NO,45,0
13104,K > 24 month,2500.0,6.0,2504.0,835.0,8.0,0.0,39.0,NO,57,0
13105,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,467.0,18.0,NO,33,0
13106,K > 24 month,3250.0,6.0,4257.0,1419.0,9.0,0.0,70.0,NO,48,0
13107,K > 24 month,2250.0,4.0,2251.0,750.0,5.0,469.0,72.0,NO,16,0
13108,K > 24 month,3650.0,3.0,3649.0,1216.0,4.0,2700.0,381.0,NO,59,0
13109,K > 24 month,11200.0,30.0,11701.0,3900.0,50.0,4802.0,7.0,NO,62,0
13110,K > 24 month,21700.0,33.0,23220.0,7740.0,41.0,15179.0,801.0,NO,52,0
13111,K > 24 month,5600.0,12.0,6000.0,2000.0,11.0,1788.0,3047.0,NO,56,0
13112,K > 24 month,18600.0,38.0,18534.0,6178.0,52.0,38825.0,45.0,NO,60,0
13113,K > 24 month,5850.0,18.0,5395.0,1798.0,25.0,7763.0,45.0,NO,60,0
13114,K > 24 month,13500.0,19.0,14005.0,4668.0,23.0,855.0,884.0,NO,60,0
13115,K > 24 month,8950.0,14.0,8948.0,2983.0,20.0,8355.0,2.0,NO,43,0
13116,K > 24 month,4500.0,12.0,4530.0,1510.0,19.0,3589.0,8.0,NO,53,0
13117,K > 24 month,15000.0,30.0,15501.0,5167.0,36.0,1.0,925.0,NO,62,0
13118,K > 24 month,14100.0,25.0,14730.0,4910.0,29.0,0.0,529.0,NO,62,0
13119,K > 24 month,10000.0,11.0,9512.0,3171.0,15.0,14607.0,6.0,NO,62,0
13120,K > 24 month,1000.0,2.0,990.0,330.0,2.0,1742.0,50.0,NO,21,0
13121,K > 24 month,1300.0,5.0,1501.0,500.0,8.0,0.0,284.0,NO,61,0
13122,K > 24 month,10500.0,19.0,10500.0,3500.0,19.0,0.0,29.0,NO,49,0
13123,K > 24 month,500.0,1.0,499.0,166.0,1.0,0.0,23.0,NO,11,0
13124,K > 24 month,10000.0,2.0,13760.0,4587.0,80.0,68.0,37.0,NO,58,0
13125,K > 24 month,15000.0,29.0,15500.0,5167.0,30.0,0.0,228.0,NO,62,0
13126,K > 24 month,17400.0,31.0,17901.0,5967.0,45.0,0.0,1603.0,NO,59,0
13127,K > 24 month,500.0,1.0,491.0,164.0,1.0,0.0,22.0,NO,18,0
13128,K > 24 month,7350.0,16.0,7360.0,2453.0,19.0,9862.0,11.0,NO,62,0
13129,K > 24 month,20200.0,59.0,20650.0,6883.0,61.0,918.0,4898.0,NO,62,0
13130,K > 24 month,11500.0,18.0,10998.0,3666.0,21.0,20573.0,20.0,NO,62,0
13131,K > 24 month,27200.0,47.0,27511.0,9170.0,46.0,2079.0,44.0,NO,62,0
13132,K > 24 month,9100.0,8.0,9102.0,3034.0,9.0,1628.0,1.0,NO,29,0
13133,K > 24 month,16950.0,48.0,17417.0,5806.0,51.0,26016.0,8.0,NO,62,0
13134,K > 24 month,2800.0,8.0,3276.0,1092.0,16.0,1705.0,17.0,NO,57,0
13135,K > 24 month,25600.0,48.0,25364.0,8455.0,53.0,2345.0,1164.0,NO,61,0
13136,K > 24 month,1000.0,2.0,1500.0,500.0,3.0,550.0,274.0,NO,30,0
13137,K > 24 month,7500.0,20.0,7700.0,2567.0,26.0,0.0,64.0,NO,55,0
13138,K > 24 month,5600.0,11.0,6100.0,2033.0,15.0,106.0,1835.0,NO,60,0
13139,K > 24 month,1500.0,3.0,1500.0,500.0,4.0,0.0,1.0,NO,13,0
13140,K > 24 month,2400.0,9.0,2016.0,672.0,10.0,0.0,170.0,NO,16,0
13141,K > 24 month,8700.0,24.0,9002.0,3001.0,33.0,3434.0,34.0,NO,62,0
13142,K > 24 month,4900.0,13.0,5601.0,1867.0,20.0,7673.0,2.0,NO,51,0
13143,K > 24 month,12950.0,24.0,13150.0,4383.0,29.0,0.0,273.0,NO,52,0
13144,K > 24 month,11200.0,35.0,11535.0,3845.0,46.0,10951.0,13.0,NO,62,0
13145,K > 24 month,18900.0,35.0,18822.0,6274.0,34.0,4272.0,669.0,NO,61,0
13146,K > 24 month,1500.0,9.0,1500.0,500.0,10.0,0.0,20.0,NO,11,0
13147,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,14.0,NO,39,0
13148,K > 24 month,4200.0,9.0,4401.0,1467.0,11.0,1.0,64.0,NO,58,0
13149,K > 24 month,500.0,1.0,500.0,167.0,1.0,102.0,2.0,NO,18,0
13150,K > 24 month,8100.0,16.0,8500.0,2833.0,16.0,1478.0,3597.0,NO,43,0
13151,K > 24 month,6000.0,12.0,5988.0,1996.0,24.0,586.0,3.0,NO,26,0
13152,J 21-24 month,1900.0,4.0,1948.0,649.0,14.0,0.0,4.0,NO,25,0
13153,K > 24 month,3500.0,7.0,3477.0,1159.0,10.0,1.0,15.0,NO,47,0
13154,K > 24 month,4150.0,8.0,4055.0,1352.0,10.0,798.0,285.0,NO,17,0
13155,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,6.0,NO,12,0
13156,K > 24 month,1900.0,12.0,2702.0,901.0,18.0,5299.0,1.0,NO,43,0
13157,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,45.0,NO,56,0
13158,K > 24 month,6000.0,19.0,6185.0,2062.0,25.0,10101.0,0.0,NO,60,0
13159,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,2.0,NO,16,0
13160,K > 24 month,3700.0,7.0,4885.0,1628.0,11.0,6124.0,124.0,NO,62,0
13161,K > 24 month,23000.0,25.0,25001.0,8334.0,28.0,86867.0,245.0,NO,62,0
13162,K > 24 month,2600.0,6.0,2468.0,823.0,8.0,0.0,44.0,NO,57,0
13163,K > 24 month,6500.0,13.0,6500.0,2167.0,13.0,0.0,7.0,NO,48,0
13164,I 18-21 month,3250.0,7.0,3731.0,1244.0,11.0,2627.0,5.0,NO,60,0
13165,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,4.0,64.0,NO,59,0
13166,K > 24 month,900.0,6.0,898.0,299.0,17.0,0.0,16.0,NO,35,0
13167,K > 24 month,9200.0,25.0,9053.0,3018.0,35.0,1.0,1251.0,NO,62,0
13168,K > 24 month,2500.0,5.0,2459.0,820.0,12.0,331.0,72.0,NO,52,0
13169,K > 24 month,200.0,1.0,200.0,67.0,1.0,2.0,113.0,NO,7,0
13170,K > 24 month,2900.0,7.0,2900.0,967.0,7.0,2.0,225.0,NO,52,0
13171,K > 24 month,12000.0,21.0,12000.0,4000.0,20.0,170.0,2151.0,NO,51,0
13172,K > 24 month,1100.0,4.0,706.0,235.0,7.0,0.0,8.0,NO,41,0
13173,K > 24 month,2000.0,2.0,2002.0,667.0,4.0,4685.0,0.0,NO,62,0
13174,K > 24 month,1700.0,3.0,1615.0,538.0,6.0,1041.0,0.0,NO,26,0
13175,K > 24 month,39540.0,6.0,7599.0,2533.0,26.0,317.0,354.0,NO,62,0
13176,K > 24 month,4500.0,24.0,4700.0,1567.0,26.0,6360.0,3.0,NO,21,0
13177,K > 24 month,6200.0,13.0,6640.0,2213.0,18.0,21344.0,0.0,NO,61,0
13178,K > 24 month,4100.0,13.0,4058.0,1353.0,14.0,0.0,280.0,NO,39,0
13179,I 18-21 month,2500.0,2.0,2502.0,834.0,4.0,133.0,4563.0,NO,49,0
13180,K > 24 month,3550.0,11.0,3536.0,1179.0,15.0,1786.0,2.0,NO,32,0
13181,K > 24 month,7350.0,25.0,7337.0,2446.0,33.0,1191.0,43.0,NO,60,0
13182,F 9-12 month,9000.0,3.0,9000.0,3000.0,3.0,21354.0,5.0,NO,53,0
13183,K > 24 month,500.0,1.0,1002.0,334.0,5.0,0.0,2.0,NO,12,0
13184,F 9-12 month,1000.0,2.0,1165.0,388.0,7.0,17.0,2.0,NO,19,0
13185,K > 24 month,6950.0,13.0,6960.0,2320.0,15.0,132.0,256.0,NO,26,0
13186,K > 24 month,7500.0,14.0,7500.0,2500.0,14.0,0.0,55.0,NO,44,0
13187,K > 24 month,3900.0,8.0,4207.0,1402.0,11.0,3622.0,62.0,NO,28,0
13188,K > 24 month,18500.0,35.0,19500.0,6500.0,36.0,247.0,855.0,NO,61,0
13189,K > 24 month,8600.0,27.0,8797.0,2932.0,38.0,2666.0,20.0,NO,62,0
13190,K > 24 month,19000.0,36.0,19000.0,6333.0,37.0,0.0,560.0,NO,62,0
13191,K > 24 month,1700.0,3.0,1701.0,567.0,3.0,7.0,42.0,NO,16,0
13192,K > 24 month,7100.0,20.0,7019.0,2340.0,20.0,1075.0,34.0,NO,23,0
13193,K > 24 month,5300.0,22.0,5984.0,1995.0,28.0,6263.0,0.0,NO,52,0
13194,K > 24 month,2000.0,15.0,1959.0,653.0,18.0,32.0,2.0,NO,51,0
13195,H 15-18 month,11450.0,28.0,11596.0,3865.0,33.0,14233.0,36.0,NO,62,0
13196,K > 24 month,36100.0,58.0,36810.0,12270.0,62.0,35554.0,726.0,NO,62,0
13197,K > 24 month,600.0,3.0,600.0,200.0,3.0,360.0,1.0,NO,10,0
13198,K > 24 month,3200.0,7.0,3200.0,1067.0,8.0,0.0,123.0,NO,43,0
13199,K > 24 month,400.0,2.0,390.0,130.0,4.0,380.0,4.0,NO,56,0
13200,K > 24 month,1600.0,3.0,1605.0,535.0,4.0,0.0,45.0,NO,36,0
13201,K > 24 month,700.0,2.0,537.0,179.0,3.0,0.0,32.0,NO,56,0
13202,K > 24 month,800.0,2.0,649.0,216.0,5.0,6.0,0.0,NO,16,0
13203,K > 24 month,3000.0,6.0,3001.0,1000.0,6.0,0.0,815.0,NO,17,0
13204,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,72.0,NO,36,0
13205,K > 24 month,6500.0,13.0,6496.0,2165.0,19.0,0.0,412.0,NO,56,0
13206,K > 24 month,3000.0,3.0,1980.0,660.0,6.0,221.0,4.0,NO,24,0
13207,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,163.0,NO,31,0
13208,K > 24 month,700.0,2.0,701.0,234.0,3.0,0.0,13.0,NO,51,0
13209,K > 24 month,3000.0,4.0,3000.0,1000.0,5.0,1030.0,95.0,NO,17,0
13210,K > 24 month,1500.0,2.0,1603.0,534.0,5.0,3889.0,2.0,NO,31,0
13211,K > 24 month,1000.0,2.0,992.0,331.0,2.0,1027.0,39.0,NO,4,0
13212,K > 24 month,1750.0,5.0,1741.0,580.0,5.0,0.0,26.0,NO,62,0
13213,K > 24 month,4300.0,10.0,4792.0,1597.0,16.0,5852.0,8.0,NO,51,0
13214,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,660.0,111.0,NO,13,0
13215,K > 24 month,3250.0,7.0,3241.0,1080.0,12.0,5369.0,17.0,NO,59,0
13216,K > 24 month,2100.0,7.0,2099.0,700.0,15.0,632.0,18.0,NO,56,0
13217,K > 24 month,1800.0,4.0,1801.0,600.0,8.0,0.0,11.0,NO,35,0
13218,K > 24 month,12450.0,76.0,12521.0,4174.0,81.0,15188.0,3.0,NO,62,0
13219,K > 24 month,1500.0,3.0,1499.0,500.0,4.0,27.0,19.0,NO,38,0
13220,K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,0.0,33.0,NO,23,0
13221,K > 24 month,1000.0,5.0,1120.0,373.0,8.0,1394.0,0.0,NO,24,0
13222,K > 24 month,7000.0,15.0,7487.0,2496.0,21.0,1666.0,45.0,NO,52,0
13223,K > 24 month,200.0,1.0,201.0,67.0,1.0,1044.0,20.0,NO,42,0
13224,K > 24 month,1000.0,1.0,1010.0,337.0,2.0,1994.0,4.0,NO,13,0
13225,K > 24 month,14900.0,16.0,14688.0,4896.0,18.0,7117.0,443.0,NO,62,0
13226,F 9-12 month,1450.0,4.0,1445.0,482.0,4.0,536.0,1.0,NO,51,0
13227,K > 24 month,5600.0,19.0,6200.0,2067.0,22.0,5.0,2318.0,NO,60,0
13228,K > 24 month,3400.0,11.0,3396.0,1132.0,13.0,2343.0,2.0,NO,45,0
13229,I 18-21 month,4050.0,14.0,4551.0,1517.0,20.0,3872.0,3.0,NO,45,0
13230,K > 24 month,6000.0,12.0,6499.0,2166.0,14.0,9.0,46.0,NO,59,0
13231,K > 24 month,1400.0,7.0,1400.0,467.0,7.0,1598.0,5.0,NO,4,0
13232,K > 24 month,8000.0,9.0,7974.0,2658.0,13.0,4446.0,144.0,NO,53,0
13233,J 21-24 month,7150.0,22.0,6654.0,2218.0,31.0,7697.0,5.0,NO,39,0
13234,K > 24 month,2300.0,5.0,2453.0,818.0,10.0,0.0,299.0,NO,57,0
13235,I 18-21 month,1350.0,3.0,1350.0,450.0,4.0,0.0,3.0,NO,18,0
13236,K > 24 month,6500.0,7.0,6307.0,2102.0,9.0,13515.0,0.0,NO,62,0
13237,K > 24 month,9600.0,18.0,9762.0,3254.0,25.0,639.0,35.0,NO,48,0
13238,K > 24 month,8000.0,8.0,7998.0,2666.0,14.0,12980.0,18.0,NO,58,0
13239,K > 24 month,500.0,1.0,307.0,102.0,3.0,0.0,1.0,NO,26,0
